Invoice_id,Branch_id,Customer_id,Product_id,Date,Time,Payment_method,Rating
227-50-3718,A227-50-3718,Normal227-50-3718,p590,3/4/2019,12:23,Cash,4.4
302-15-2162,C302-15-2162,Member302-15-2162,p591,3/3/2019,10:54,Credit card,4.3
788-07-8452,C788-07-8452,Member788-07-8452,p592,1/27/2019,17:38,Ewallet,9.4
560-49-6611,A560-49-6611,Member560-49-6611,p593,2/7/2019,14:13,Cash,9.8
880-35-0356,A880-35-0356,Member880-35-0356,p594,2/5/2019,11:51,Ewallet,4.8
585-11-6748,B585-11-6748,Member585-11-6748,p595,3/15/2019,13:05,Cash,5.3
470-31-3286,B470-31-3286,Normal470-31-3286,p596,3/1/2019,11:30,Credit card,8.7
152-68-2907,A152-68-2907,Normal152-68-2907,p597,2/15/2019,13:30,Credit card,9.5
123-35-4896,C123-35-4896,Normal123-35-4896,p598,2/17/2019,19:11,Ewallet,5.3
258-69-7810,C258-69-7810,Normal258-69-7810,p599,1/26/2019,18:53,Cash,9.2
334-64-2006,A334-64-2006,Member334-64-2006,p600,3/24/2019,14:22,Ewallet,9.6
219-61-4139,C219-61-4139,Normal219-61-4139,p601,1/23/2019,17:16,Ewallet,6.4
881-41-7302,C881-41-7302,Normal881-41-7302,p602,1/26/2019,10:06,Credit card,4.5
373-09-4567,C373-09-4567,Normal373-09-4567,p603,3/14/2019,20:35,Ewallet,6.9
642-30-6693,B642-30-6693,Normal642-30-6693,p604,3/17/2019,13:54,Ewallet,7.8
484-22-8230,C484-22-8230,Member484-22-8230,p605,1/8/2019,20:08,Cash,4.5
830-58-2383,B830-58-2383,Normal830-58-2383,p606,2/8/2019,15:26,Cash,8.6
559-98-9873,A559-98-9873,Member559-98-9873,p607,2/10/2019,12:56,Ewallet,5.2
544-32-5024,C544-32-5024,Member544-32-5024,p608,3/28/2019,19:16,Credit card,6.4
318-12-0304,A318-12-0304,Normal318-12-0304,p609,1/23/2019,12:20,Ewallet,5.2
349-97-8902,B349-97-8902,Member349-97-8902,p610,1/17/2019,10:37,Ewallet,8.9
421-95-9805,A421-95-9805,Normal421-95-9805,p611,2/7/2019,10:18,Credit card,6.2
277-35-5865,C277-35-5865,Member277-35-5865,p612,3/9/2019,11:23,Cash,6.7
789-23-8625,B789-23-8625,Member789-23-8625,p613,1/24/2019,11:45,Cash,7.2
284-54-4231,C284-54-4231,Member284-54-4231,p614,1/19/2019,16:08,Credit card,9
443-59-0061,A443-59-0061,Member443-59-0061,p615,2/3/2019,11:25,Ewallet,4.2
509-29-3912,A509-29-3912,Member509-29-3912,p616,3/20/2019,12:24,Ewallet,4.2
327-40-9673,B327-40-9673,Member327-40-9673,p617,1/13/2019,19:51,Cash,6.9
840-19-2096,C840-19-2096,Member840-19-2096,p618,3/14/2019,18:10,Ewallet,4.4
828-46-6863,A828-46-6863,Member828-46-6863,p619,1/23/2019,11:22,Credit card,4
641-96-3695,C641-96-3695,Member641-96-3695,p620,2/7/2019,17:55,Ewallet,8.5
420-97-3340,A420-97-3340,Normal420-97-3340,p621,3/28/2019,15:30,Credit card,9.2
436-54-4512,A436-54-4512,Member436-54-4512,p622,3/20/2019,19:44,Cash,9.8
670-79-6321,B670-79-6321,Member670-79-6321,p623,1/17/2019,15:27,Credit card,4.9
852-62-7105,B852-62-7105,Normal852-62-7105,p624,1/12/2019,11:25,Credit card,4.4
598-06-7312,B598-06-7312,Member598-06-7312,p625,2/16/2019,15:42,Cash,6.8
135-13-8269,B135-13-8269,Member135-13-8269,p626,1/26/2019,16:04,Cash,9.1
816-57-2053,A816-57-2053,Normal816-57-2053,p627,3/9/2019,12:37,Ewallet,8.7
628-90-8624,B628-90-8624,Member628-90-8624,p628,3/14/2019,14:41,Cash,5
856-66-2701,A856-66-2701,Member856-66-2701,p629,1/25/2019,14:19,Ewallet,7.5
308-39-1707,A308-39-1707,Normal308-39-1707,p630,1/26/2019,18:19,Credit card,8.2
149-61-1929,A149-61-1929,Normal149-61-1929,p631,1/19/2019,14:08,Credit card,6.7
655-07-2265,A655-07-2265,Normal655-07-2265,p632,3/5/2019,16:38,Ewallet,5.4
589-02-8023,A589-02-8023,Member589-02-8023,p633,1/15/2019,10:54,Credit card,7
420-04-7590,B420-04-7590,Normal420-04-7590,p634,3/18/2019,11:29,Ewallet,4.7
182-88-2763,B182-88-2763,Member182-88-2763,p635,3/20/2019,19:28,Credit card,5
188-55-0967,B188-55-0967,Member188-55-0967,p636,1/15/2019,15:01,Credit card,5
610-46-4100,A610-46-4100,Normal610-46-4100,p637,3/3/2019,20:31,Credit card,6
318-81-2368,C318-81-2368,Normal318-81-2368,p638,3/19/2019,12:16,Cash,6.3
364-33-8584,B364-33-8584,Member364-33-8584,p639,3/8/2019,15:27,Cash,8.5
665-63-9737,B665-63-9737,Normal665-63-9737,p640,2/27/2019,17:36,Ewallet,7.5
695-09-5146,B695-09-5146,Member695-09-5146,p641,2/23/2019,20:00,Ewallet,6.4
155-45-3814,C155-45-3814,Member155-45-3814,p642,3/19/2019,15:29,Ewallet,4.7
794-32-2436,B794-32-2436,Member794-32-2436,p643,3/27/2019,15:08,Ewallet,6
131-15-8856,C131-15-8856,Member131-15-8856,p644,3/30/2019,19:26,Credit card,4
273-84-2164,C273-84-2164,Member273-84-2164,p645,2/16/2019,15:53,Ewallet,5.5
706-36-6154,A706-36-6154,Member706-36-6154,p646,1/18/2019,18:43,Ewallet,8.7
778-89-7974,C778-89-7974,Normal778-89-7974,p647,3/30/2019,14:58,Cash,7.4
574-31-8277,B574-31-8277,Member574-31-8277,p648,3/20/2019,19:55,Cash,5.6
859-71-0933,C859-71-0933,Member859-71-0933,p649,1/16/2019,15:10,Cash,6.3
740-11-5257,C740-11-5257,Normal740-11-5257,p650,2/24/2019,16:44,Cash,7.1
369-82-2676,B369-82-2676,Normal369-82-2676,p651,1/15/2019,18:22,Ewallet,7.8
563-47-4072,B563-47-4072,Normal563-47-4072,p652,1/22/2019,11:52,Cash,9.9
742-04-5161,A742-04-5161,Member742-04-5161,p653,2/3/2019,17:24,Cash,7.3
149-15-7606,B149-15-7606,Member149-15-7606,p654,3/6/2019,15:31,Ewallet,5.1
133-77-3154,B133-77-3154,Member133-77-3154,p655,2/16/2019,18:04,Credit card,9.4
169-52-4504,A169-52-4504,Normal169-52-4504,p656,3/14/2019,14:13,Credit card,5.8
250-81-7186,C250-81-7186,Normal250-81-7186,p657,2/27/2019,10:23,Credit card,8
562-12-5430,A562-12-5430,Member562-12-5430,p658,1/18/2019,10:11,Ewallet,7.9
816-72-8853,A816-72-8853,Member816-72-8853,p659,1/29/2019,15:48,Cash,5.9
491-38-3499,A491-38-3499,Member491-38-3499,p660,2/26/2019,17:46,Credit card,4.9
322-02-2271,B322-02-2271,Normal322-02-2271,p661,2/3/2019,11:46,Cash,9.3
842-29-4695,C842-29-4695,Member842-29-4695,p662,1/16/2019,12:07,Credit card,7.9
725-67-2480,B725-67-2480,Member725-67-2480,p663,3/24/2019,18:14,Credit card,5.9
641-51-2661,C641-51-2661,Member641-51-2661,p664,2/12/2019,14:45,Credit card,9.9
714-02-3114,C714-02-3114,Normal714-02-3114,p665,2/21/2019,11:39,Cash,7.7
518-17-2983,A518-17-2983,Normal518-17-2983,p666,2/4/2019,15:44,Ewallet,7.6
779-42-2410,B779-42-2410,Member779-42-2410,p667,2/20/2019,13:06,Ewallet,7.7
190-14-3147,B190-14-3147,Normal190-14-3147,p668,2/23/2019,20:43,Ewallet,6.4
408-66-6712,C408-66-6712,Member408-66-6712,p669,2/16/2019,14:19,Ewallet,4.4
679-22-6530,B679-22-6530,Normal679-22-6530,p670,1/17/2019,10:01,Credit card,4.1
588-47-8641,A588-47-8641,Member588-47-8641,p671,1/14/2019,19:30,Ewallet,4.4
642-61-4706,B642-61-4706,Member642-61-4706,p672,3/30/2019,16:34,Cash,5.5
576-31-4774,B576-31-4774,Normal576-31-4774,p673,3/2/2019,13:10,Ewallet,4
556-41-6224,C556-41-6224,Normal556-41-6224,p674,2/15/2019,17:10,Credit card,9.3
811-03-8790,A811-03-8790,Normal811-03-8790,p675,3/1/2019,10:22,Credit card,4.8
242-11-3142,B242-11-3142,Member242-11-3142,p676,2/24/2019,19:57,Cash,4.6
752-23-3760,B752-23-3760,Member752-23-3760,p677,2/19/2019,19:29,Credit card,7.3
274-05-5470,A274-05-5470,Member274-05-5470,p678,2/23/2019,18:30,Cash,6
648-94-3045,C648-94-3045,Normal648-94-3045,p679,2/7/2019,14:27,Ewallet,8.1
130-67-4723,A130-67-4723,Member130-67-4723,p680,1/11/2019,13:57,Ewallet,9.4
528-87-5606,B528-87-5606,Member528-87-5606,p681,2/12/2019,19:43,Cash,6.5
320-85-2052,B320-85-2052,Normal320-85-2052,p682,1/14/2019,10:11,Credit card,7
370-96-0655,C370-96-0655,Normal370-96-0655,p683,1/9/2019,13:46,Ewallet,7.1
105-10-6182,A105-10-6182,Member105-10-6182,p684,2/27/2019,12:22,Ewallet,6.6
510-79-0415,B510-79-0415,Member510-79-0415,p685,1/24/2019,19:20,Ewallet,4.9
241-96-5076,B241-96-5076,Member241-96-5076,p686,1/8/2019,12:58,Credit card,6.4
767-97-4650,B767-97-4650,Member767-97-4650,p687,1/8/2019,11:59,Credit card,8
648-83-1321,A648-83-1321,Member648-83-1321,p688,1/16/2019,17:59,Cash,4.3
173-57-2300,C173-57-2300,Member173-57-2300,p689,3/13/2019,12:51,Cash,6.1
305-03-2383,A305-03-2383,Normal305-03-2383,p690,2/15/2019,10:36,Cash,7.5
394-55-6384,C394-55-6384,Member394-55-6384,p691,1/25/2019,13:38,Cash,6.7
266-20-6657,C266-20-6657,Member266-20-6657,p692,3/12/2019,19:39,Ewallet,5.2
689-05-1884,A689-05-1884,Member689-05-1884,p693,3/4/2019,12:44,Cash,8.8
196-01-2849,C196-01-2849,Member196-01-2849,p694,2/10/2019,13:56,Cash,9.5
372-62-5264,C372-62-5264,Normal372-62-5264,p695,1/16/2019,14:42,Cash,7.6
800-09-8606,A800-09-8606,Member800-09-8606,p696,1/29/2019,19:45,Cash,6.6
182-52-7000,A182-52-7000,Member182-52-7000,p697,1/1/2019,20:26,Ewallet,6.9
826-58-8051,B826-58-8051,Normal826-58-8051,p698,1/6/2019,19:46,Ewallet,4.3
868-06-0466,A868-06-0466,Member868-06-0466,p699,2/19/2019,19:38,Credit card,7.8
751-41-9720,C751-41-9720,Normal751-41-9720,p700,1/12/2019,16:18,Ewallet,8
626-43-7888,C626-43-7888,Normal626-43-7888,p701,2/7/2019,12:23,Ewallet,9.6
176-64-7711,B176-64-7711,Normal176-64-7711,p702,3/27/2019,19:11,Credit card,4.3
191-29-0321,B191-29-0321,Member191-29-0321,p703,2/27/2019,18:57,Credit card,5
729-06-2010,B729-06-2010,Member729-06-2010,p704,1/6/2019,11:18,Cash,9.2
640-48-5028,B640-48-5028,Member640-48-5028,p705,3/2/2019,12:40,Cash,6.3
186-79-9562,B186-79-9562,Normal186-79-9562,p706,3/29/2019,14:06,Cash,8.9
834-45-5519,B834-45-5519,Normal834-45-5519,p707,1/31/2019,20:48,Ewallet,7.6
162-65-8559,C162-65-8559,Member162-65-8559,p708,1/21/2019,20:13,Cash,4.8
760-27-5490,C760-27-5490,Normal760-27-5490,p709,1/20/2019,20:37,Ewallet,9.1
445-30-9252,A445-30-9252,Normal445-30-9252,p710,1/17/2019,17:59,Ewallet,6.1
786-94-2700,A786-94-2700,Member786-94-2700,p711,2/28/2019,20:18,Cash,9.1
728-88-7867,C728-88-7867,Member728-88-7867,p712,3/19/2019,15:52,Ewallet,8.3
183-21-3799,C183-21-3799,Normal183-21-3799,p713,2/19/2019,15:14,Ewallet,7.2
268-20-3585,C268-20-3585,Normal268-20-3585,p714,2/4/2019,12:50,Ewallet,6
735-32-9839,C735-32-9839,Member735-32-9839,p715,1/31/2019,10:36,Ewallet,8.5
258-92-7466,A258-92-7466,Normal258-92-7466,p716,2/6/2019,18:33,Credit card,6.6
857-16-3520,A857-16-3520,Member857-16-3520,p717,3/28/2019,16:06,Ewallet,4.5
482-17-1179,A482-17-1179,Member482-17-1179,p718,1/19/2019,12:47,Credit card,8.1
788-21-5741,A788-21-5741,Normal788-21-5741,p719,2/17/2019,13:34,Credit card,7.2
821-14-9046,B821-14-9046,Member821-14-9046,p720,1/18/2019,15:04,Credit card,6.1
418-05-0656,B418-05-0656,Normal418-05-0656,p721,2/2/2019,20:42,Cash,7.1
678-79-0726,C678-79-0726,Member678-79-0726,p722,1/18/2019,15:28,Cash,5.1
776-68-1096,B776-68-1096,Normal776-68-1096,p723,3/18/2019,13:45,Credit card,7.9
592-46-1692,C592-46-1692,Member592-46-1692,p724,1/11/2019,20:10,Cash,7.4
434-35-9162,B434-35-9162,Member434-35-9162,p725,2/4/2019,18:53,Ewallet,7.4
149-14-0304,C149-14-0304,Member149-14-0304,p726,2/6/2019,14:24,Cash,6.6
442-44-6497,C442-44-6497,Member442-44-6497,p727,1/8/2019,11:42,Credit card,5.9
174-64-0215,B174-64-0215,Normal174-64-0215,p728,3/5/2019,17:49,Credit card,8.9
210-74-9613,C210-74-9613,Normal210-74-9613,p729,3/16/2019,15:33,Ewallet,6.8
299-29-0180,B299-29-0180,Member299-29-0180,p730,3/9/2019,10:54,Cash,9.3
247-11-2470,A247-11-2470,Member247-11-2470,p731,3/1/2019,16:23,Credit card,4.4
635-28-5728,A635-28-5728,Normal635-28-5728,p732,2/28/2019,19:33,Ewallet,4.8
756-49-0168,A756-49-0168,Member756-49-0168,p733,2/8/2019,11:39,Ewallet,9.5
438-23-1242,B438-23-1242,Normal438-23-1242,p734,1/24/2019,10:38,Ewallet,8.9
238-45-6950,B238-45-6950,Member238-45-6950,p735,3/1/2019,20:03,Ewallet,6.4
607-65-2441,C607-65-2441,Member607-65-2441,p736,3/10/2019,12:39,Credit card,6
386-27-7606,C386-27-7606,Member386-27-7606,p737,3/23/2019,15:59,Credit card,8.1
137-63-5492,C137-63-5492,Normal137-63-5492,p738,1/29/2019,14:26,Ewallet,9
197-77-7132,B197-77-7132,Member197-77-7132,p739,1/12/2019,18:22,Ewallet,6
805-86-0265,A805-86-0265,Normal805-86-0265,p740,3/20/2019,11:32,Cash,9.8
733-29-1227,C733-29-1227,Normal733-29-1227,p741,3/23/2019,12:41,Cash,8.5
451-73-2711,C451-73-2711,Normal451-73-2711,p742,1/14/2019,15:20,Ewallet,8.8
373-14-0504,A373-14-0504,Member373-14-0504,p743,2/12/2019,14:33,Ewallet,8.8
546-80-2899,A546-80-2899,Member546-80-2899,p744,2/20/2019,15:29,Ewallet,9.5
345-68-9016,C345-68-9016,Member345-68-9016,p745,1/2/2019,16:19,Credit card,5.6
390-17-5806,C390-17-5806,Member390-17-5806,p746,2/2/2019,16:33,Cash,8.6
457-13-1708,B457-13-1708,Member457-13-1708,p747,1/8/2019,19:07,Credit card,5.2
664-14-2882,C664-14-2882,Member664-14-2882,p748,1/30/2019,14:43,Credit card,5.8
487-79-6868,B487-79-6868,Member487-79-6868,p749,3/26/2019,19:28,Credit card,8
314-23-4520,C314-23-4520,Member314-23-4520,p750,1/15/2019,20:44,Cash,9
210-30-7976,B210-30-7976,Member210-30-7976,p751,3/14/2019,11:16,Ewallet,4.1
585-86-8361,A585-86-8361,Normal585-86-8361,p752,2/3/2019,10:31,Credit card,8.6
807-14-7833,A807-14-7833,Member807-14-7833,p753,2/22/2019,12:30,Ewallet,7
775-72-1988,B775-72-1988,Normal775-72-1988,p754,1/24/2019,15:05,Ewallet,8.4
288-38-3758,C288-38-3758,Member288-38-3758,p755,1/25/2019,18:30,Ewallet,7.4
652-43-6591,A652-43-6591,Normal652-43-6591,p756,3/9/2019,13:18,Credit card,6.2
785-96-0615,B785-96-0615,Member785-96-0615,p757,2/17/2019,15:28,Ewallet,4.9
406-46-7107,A406-46-7107,Normal406-46-7107,p758,1/11/2019,11:52,Cash,4.5
250-17-5703,A250-17-5703,Member250-17-5703,p759,2/27/2019,18:24,Ewallet,5.6
156-95-3964,A156-95-3964,Normal156-95-3964,p760,3/25/2019,15:19,Ewallet,8
842-40-8179,B842-40-8179,Member842-40-8179,p761,2/11/2019,10:38,Credit card,5.6
525-09-8450,B525-09-8450,Normal525-09-8450,p762,1/31/2019,15:12,Credit card,4.2
410-67-1709,A410-67-1709,Member410-67-1709,p763,1/20/2019,17:48,Ewallet,9.9
587-73-4862,A587-73-4862,Member587-73-4862,p764,3/26/2019,11:07,Ewallet,7.6
787-87-2010,A787-87-2010,Member787-87-2010,p765,1/20/2019,15:48,Credit card,6.6
593-14-4239,B593-14-4239,Normal593-14-4239,p766,3/5/2019,19:40,Ewallet,4.7
801-88-0346,C801-88-0346,Normal801-88-0346,p767,1/5/2019,20:30,Credit card,9.8
388-76-2555,B388-76-2555,Normal388-76-2555,p768,2/13/2019,13:59,Cash,6.3
711-31-1234,B711-31-1234,Normal711-31-1234,p769,3/16/2019,18:51,Cash,7.9
886-54-6089,A886-54-6089,Normal886-54-6089,p770,1/15/2019,17:24,Cash,7.7
707-32-7409,B707-32-7409,Member707-32-7409,p771,2/26/2019,11:58,Ewallet,4.5
759-98-4285,C759-98-4285,Member759-98-4285,p772,2/27/2019,19:01,Credit card,8
201-63-8275,C201-63-8275,Member201-63-8275,p773,2/17/2019,16:50,Ewallet,5.7
471-06-8611,C471-06-8611,Normal471-06-8611,p774,2/6/2019,10:22,Credit card,6.3
200-16-5952,C200-16-5952,Member200-16-5952,p775,1/17/2019,16:46,Cash,6
120-54-2248,B120-54-2248,Normal120-54-2248,p776,1/22/2019,18:08,Credit card,8
102-77-2261,C102-77-2261,Member102-77-2261,p777,3/5/2019,18:02,Credit card,4.2
875-31-8302,B875-31-8302,Normal875-31-8302,p778,1/3/2019,13:07,Cash,9.6
102-06-2002,C102-06-2002,Member102-06-2002,p779,3/20/2019,17:52,Cash,6.1
457-94-0464,B457-94-0464,Member457-94-0464,p780,1/31/2019,20:32,Ewallet,5.6
629-42-4133,C629-42-4133,Normal629-42-4133,p781,2/19/2019,19:24,Cash,8.3
534-53-3526,A534-53-3526,Normal534-53-3526,p782,2/11/2019,16:06,Ewallet,7.8
307-04-2070,A307-04-2070,Member307-04-2070,p783,2/5/2019,14:14,Credit card,4.1
468-99-7231,C468-99-7231,Normal468-99-7231,p784,3/3/2019,17:36,Cash,8.8
516-77-6464,C516-77-6464,Member516-77-6464,p785,2/24/2019,13:08,Ewallet,4.1
404-91-5964,A404-91-5964,Normal404-91-5964,p786,2/4/2019,16:09,Credit card,9
886-77-9084,C886-77-9084,Normal886-77-9084,p787,2/19/2019,11:33,Ewallet,5.5
790-38-4466,C790-38-4466,Normal790-38-4466,p788,1/23/2019,10:18,Credit card,9.3
704-10-4056,C704-10-4056,Member704-10-4056,p789,1/14/2019,10:55,Credit card,5.6
497-37-6538,A497-37-6538,Normal497-37-6538,p790,1/17/2019,15:15,Ewallet,9.7
651-96-5970,A651-96-5970,Normal651-96-5970,p791,3/3/2019,20:06,Credit card,4
400-80-4065,C400-80-4065,Member400-80-4065,p792,2/15/2019,20:21,Credit card,9.2
744-16-7898,B744-16-7898,Normal744-16-7898,p793,1/15/2019,13:48,Credit card,4.9
263-12-5321,A263-12-5321,Member263-12-5321,p794,2/27/2019,12:52,Credit card,9.3
702-72-0487,A702-72-0487,Normal702-72-0487,p795,2/26/2019,12:28,Credit card,6.6
605-83-1050,B605-83-1050,Normal605-83-1050,p796,3/15/2019,16:26,Ewallet,4.3
443-60-9639,C443-60-9639,Member443-60-9639,p797,1/24/2019,13:24,Cash,5.5
864-24-7918,A864-24-7918,Member864-24-7918,p798,2/22/2019,15:15,Cash,8.1
359-94-5395,B359-94-5395,Normal359-94-5395,p799,3/15/2019,10:50,Credit card,9.8
401-09-4232,C401-09-4232,Member401-09-4232,p800,2/11/2019,18:38,Ewallet,9.4
751-15-6198,B751-15-6198,Normal751-15-6198,p801,1/12/2019,16:45,Ewallet,7.9
324-41-6833,C324-41-6833,Member324-41-6833,p802,3/3/2019,19:30,Ewallet,5.1
474-33-8305,C474-33-8305,Member474-33-8305,p803,3/23/2019,13:23,Ewallet,6.9
759-29-9521,A759-29-9521,Member759-29-9521,p804,3/4/2019,11:27,Cash,8
831-81-6575,B831-81-6575,Member831-81-6575,p805,2/23/2019,11:12,Cash,8
220-68-6701,A220-68-6701,Normal220-68-6701,p806,3/17/2019,16:36,Cash,4.2
618-34-8551,A618-34-8551,Normal618-34-8551,p807,1/16/2019,18:41,Credit card,8.5
257-60-7754,A257-60-7754,Normal257-60-7754,p808,1/8/2019,17:12,Cash,9
559-61-5987,B559-61-5987,Normal559-61-5987,p809,1/14/2019,10:38,Cash,8.6
189-55-2313,C189-55-2313,Normal189-55-2313,p810,1/31/2019,10:33,Ewallet,6
565-91-4567,B565-91-4567,Normal565-91-4567,p811,3/15/2019,14:38,Ewallet,6.2
380-60-5336,A380-60-5336,Normal380-60-5336,p812,2/24/2019,18:06,Credit card,5
815-04-6282,C815-04-6282,Member815-04-6282,p813,2/8/2019,12:52,Credit card,6.5
674-56-6360,A674-56-6360,Normal674-56-6360,p814,3/22/2019,14:00,Cash,6
778-34-2523,A778-34-2523,Member778-34-2523,p815,1/24/2019,10:57,Cash,5
499-27-7781,B499-27-7781,Normal499-27-7781,p816,3/14/2019,16:45,Ewallet,5
477-59-2456,C477-59-2456,Normal477-59-2456,p817,1/23/2019,11:15,Cash,9.2
832-51-6761,A832-51-6761,Normal832-51-6761,p818,1/19/2019,20:29,Ewallet,9.6
869-11-3082,B869-11-3082,Member869-11-3082,p819,1/27/2019,20:03,Credit card,8.4
190-59-3964,B190-59-3964,Member190-59-3964,p820,2/3/2019,14:35,Credit card,6
366-43-6862,B366-43-6862,Normal366-43-6862,p821,3/25/2019,16:32,Ewallet,6.7
186-43-8965,A186-43-8965,Member186-43-8965,p822,2/24/2019,10:10,Credit card,4.1
784-21-9238,C784-21-9238,Member784-21-9238,p823,2/7/2019,14:15,Cash,5.9
276-75-6884,A276-75-6884,Normal276-75-6884,p824,3/4/2019,10:05,Cash,8.7
109-86-4363,B109-86-4363,Member109-86-4363,p825,2/14/2019,11:36,Credit card,4.5
569-76-2760,A569-76-2760,Member569-76-2760,p826,1/29/2019,18:15,Credit card,6.6
222-42-0244,B222-42-0244,Member222-42-0244,p827,1/28/2019,13:53,Credit card,7.7
760-53-9233,A760-53-9233,Member760-53-9233,p828,3/26/2019,18:37,Credit card,8.5
538-22-0304,C538-22-0304,Normal538-22-0304,p829,3/24/2019,18:27,Cash,5.2
416-17-9926,A416-17-9926,Member416-17-9926,p830,1/1/2019,14:42,Credit card,4.3
237-44-6163,A237-44-6163,Normal237-44-6163,p831,1/24/2019,17:43,Cash,7.6
636-17-0325,B636-17-0325,Normal636-17-0325,p832,2/25/2019,18:37,Cash,9.5
343-75-9322,B343-75-9322,Member343-75-9322,p833,1/9/2019,16:34,Cash,4.1
528-14-9470,A528-14-9470,Member528-14-9470,p834,2/14/2019,14:42,Ewallet,9.2
427-45-9297,B427-45-9297,Member427-45-9297,p835,3/12/2019,11:01,Ewallet,5.4
807-34-3742,A807-34-3742,Normal807-34-3742,p836,3/26/2019,19:44,Cash,5.8
288-62-1085,A288-62-1085,Member288-62-1085,p837,1/9/2019,13:34,Ewallet,5.6
670-71-7306,B670-71-7306,Normal670-71-7306,p838,1/2/2019,20:08,Credit card,5.1
660-29-7083,C660-29-7083,Normal660-29-7083,p839,1/15/2019,15:01,Cash,5.8
271-77-8740,C271-77-8740,Member271-77-8740,p840,1/1/2019,11:40,Ewallet,5
497-36-0989,A497-36-0989,Normal497-36-0989,p841,2/15/2019,15:21,Cash,7.9
291-59-1384,B291-59-1384,Normal291-59-1384,p842,2/28/2019,17:38,Cash,6
860-73-6466,A860-73-6466,Member860-73-6466,p843,3/2/2019,16:16,Credit card,5
549-23-9016,C549-23-9016,Member549-23-9016,p844,2/13/2019,18:15,Credit card,8.9
896-34-0956,A896-34-0956,Normal896-34-0956,p845,1/26/2019,12:43,Cash,5.9
804-38-3935,A804-38-3935,Member804-38-3935,p846,1/30/2019,11:32,Credit card,5.9
585-90-0249,A585-90-0249,Member585-90-0249,p847,1/27/2019,18:08,Ewallet,9.7
862-29-5914,C862-29-5914,Normal862-29-5914,p848,1/30/2019,17:08,Credit card,8.6
845-94-6841,C845-94-6841,Member845-94-6841,p849,1/8/2019,19:38,Cash,4
125-45-2293,A125-45-2293,Normal125-45-2293,p850,1/19/2019,13:11,Cash,4.2
843-73-4724,A843-73-4724,Normal843-73-4724,p851,1/25/2019,11:05,Cash,9.2
409-33-9708,A409-33-9708,Normal409-33-9708,p852,2/19/2019,10:12,Ewallet,9.2
658-66-3967,C658-66-3967,Normal658-66-3967,p853,1/14/2019,15:42,Ewallet,5
866-70-2814,B866-70-2814,Normal866-70-2814,p854,2/25/2019,11:58,Ewallet,10
160-22-2687,A160-22-2687,Member160-22-2687,p855,1/23/2019,14:21,Ewallet,8.8
895-03-6665,B895-03-6665,Normal895-03-6665,p856,2/16/2019,10:52,Cash,4.2
770-42-8960,B770-42-8960,Normal770-42-8960,p857,1/1/2019,19:31,Cash,6.3
748-45-2862,A748-45-2862,Member748-45-2862,p858,3/7/2019,18:35,Cash,8.2
234-36-2483,B234-36-2483,Normal234-36-2483,p859,2/15/2019,13:51,Cash,5.1
316-66-3011,A316-66-3011,Member316-66-3011,p860,1/23/2019,12:35,Cash,5
848-95-6252,C848-95-6252,Member848-95-6252,p861,2/20/2019,13:24,Ewallet,7
840-76-5966,A840-76-5966,Member840-76-5966,p862,1/8/2019,18:06,Ewallet,7.8
152-03-4217,B152-03-4217,Normal152-03-4217,p863,3/17/2019,11:55,Credit card,4.3
533-66-5566,B533-66-5566,Normal533-66-5566,p864,1/12/2019,11:42,Cash,7
124-31-1458,A124-31-1458,Member124-31-1458,p865,1/8/2019,14:30,Cash,6.6
176-78-1170,C176-78-1170,Member176-78-1170,p866,1/26/2019,15:11,Ewallet,7.3
361-59-0574,B361-59-0574,Member361-59-0574,p867,3/15/2019,14:48,Credit card,6.5
101-81-4070,C101-81-4070,Member101-81-4070,p868,1/17/2019,12:36,Ewallet,4.9
631-34-1880,C631-34-1880,Member631-34-1880,p869,1/8/2019,19:09,Credit card,4.3
852-82-2749,A852-82-2749,Normal852-82-2749,p870,1/6/2019,13:35,Ewallet,9.3
873-14-6353,A873-14-6353,Member873-14-6353,p871,2/16/2019,10:33,Credit card,7.1
584-66-4073,C584-66-4073,Normal584-66-4073,p872,3/13/2019,15:45,Ewallet,9.6
544-55-9589,B544-55-9589,Member544-55-9589,p873,1/28/2019,11:51,Cash,6.2
166-19-2553,A166-19-2553,Member166-19-2553,p874,1/18/2019,17:26,Cash,9.9
737-88-5876,A737-88-5876,Member737-88-5876,p875,3/19/2019,11:52,Credit card,5.9
154-87-7367,C154-87-7367,Normal154-87-7367,p876,3/15/2019,14:04,Ewallet,6.3
885-56-0389,C885-56-0389,Member885-56-0389,p877,2/12/2019,17:49,Cash,4
608-05-3804,B608-05-3804,Member608-05-3804,p878,2/25/2019,20:19,Cash,6.1
448-61-3783,A448-61-3783,Normal448-61-3783,p879,3/21/2019,16:08,Credit card,4.5
761-49-0439,B761-49-0439,Member761-49-0439,p880,1/19/2019,10:17,Ewallet,8.6
490-95-0021,B490-95-0021,Member490-95-0021,p881,1/8/2019,14:25,Ewallet,6
115-38-7388,C115-38-7388,Member115-38-7388,p882,3/30/2019,12:51,Credit card,9.5
311-13-6971,B311-13-6971,Member311-13-6971,p883,2/20/2019,15:18,Credit card,9.9
291-55-6563,A291-55-6563,Member291-55-6563,p884,3/30/2019,12:45,Ewallet,7.5
548-48-3156,A548-48-3156,Member548-48-3156,p885,3/19/2019,13:37,Cash,7.6
