sales_id,Invoice ID,Branch_id,Branch,Cty_id,,City,Customer_id,Customer_type,Gender,Product_id,Product line,Unit price,Quantity,Tax,Total,Date,Time,Payment_method,cogs,gross margin percentage,gross income,Rating
s511-54-3087,511-54-3087,B511-54-3087,B,M511-54-3087,M,Mandalay,Normal511-54-3087,Normal,Male,p505,Sports and travel,88.45,1,4.4225,92.8725,2/25/2019,16:36,Credit card,88.45,4.761904762,4.4225,9.5
s726-29-6793,726-29-6793,A726-29-6793,A,Y726-29-6793,Y,Yangon,Member726-29-6793,Member,Male,p506,Electronic accessories,24.18,8,9.672,203.112,1/28/2019,20:54,Ewallet,193.44,4.761904762,9.672,9.8
s387-49-4215,387-49-4215,B387-49-4215,B,M387-49-4215,M,Mandalay,Member387-49-4215,Member,Female,p507,Sports and travel,48.5,3,7.275,152.775,1/8/2019,12:50,Cash,145.5,4.761904762,7.275,6.7
s862-17-9201,862-17-9201,B862-17-9201,B,M862-17-9201,M,Mandalay,Normal862-17-9201,Normal,Female,p508,Food and beverages,84.05,6,25.215,529.515,1/29/2019,10:48,Credit card,504.3,4.761904762,25.215,7.7
s291-21-5991,291-21-5991,B291-21-5991,B,M291-21-5991,M,Mandalay,Member291-21-5991,Member,Male,p509,Health and beauty,61.29,5,15.3225,321.7725,3/29/2019,14:28,Cash,306.45,4.761904762,15.3225,7
s602-80-9671,602-80-9671,C602-80-9671,C,N602-80-9671,N,Naypyitaw,Member602-80-9671,Member,Female,p510,Home and lifestyle,15.95,6,4.785,100.485,2/9/2019,17:15,Credit card,95.7,4.761904762,4.785,5.1
s347-72-6115,347-72-6115,B347-72-6115,B,M347-72-6115,M,Mandalay,Member347-72-6115,Member,Female,p511,Sports and travel,90.74,7,31.759,666.939,1/16/2019,18:03,Credit card,635.18,4.761904762,31.759,6.2
s209-61-0206,209-61-0206,A209-61-0206,A,Y209-61-0206,Y,Yangon,Normal209-61-0206,Normal,Female,p512,Home and lifestyle,42.91,5,10.7275,225.2775,1/5/2019,17:29,Ewallet,214.55,4.761904762,10.7275,6.1
s595-27-4851,595-27-4851,A595-27-4851,A,Y595-27-4851,Y,Yangon,Normal595-27-4851,Normal,Female,p513,Fashion accessories,54.28,7,18.998,398.958,1/27/2019,18:05,Ewallet,379.96,4.761904762,18.998,9.3
s189-52-0236,189-52-0236,A189-52-0236,A,Y189-52-0236,Y,Yangon,Normal189-52-0236,Normal,Male,p514,Electronic accessories,99.55,7,34.8425,731.6925,3/14/2019,12:07,Cash,696.85,4.761904762,34.8425,7.6
s503-07-0930,503-07-0930,C503-07-0930,C,N503-07-0930,N,Naypyitaw,Member503-07-0930,Member,Male,p515,Sports and travel,58.39,7,20.4365,429.1665,2/23/2019,19:49,Credit card,408.73,4.761904762,20.4365,8.2
s413-20-6708,413-20-6708,C413-20-6708,C,N413-20-6708,N,Naypyitaw,Member413-20-6708,Member,Female,p516,Fashion accessories,51.47,1,2.5735,54.0435,3/18/2019,15:52,Ewallet,51.47,4.761904762,2.5735,8.5
s425-85-2085,425-85-2085,B425-85-2085,B,M425-85-2085,M,Mandalay,Member425-85-2085,Member,Male,p517,Health and beauty,54.86,5,13.715,288.015,3/29/2019,16:48,Ewallet,274.3,4.761904762,13.715,9.8
s521-18-7827,521-18-7827,C521-18-7827,C,N521-18-7827,N,Naypyitaw,Member521-18-7827,Member,Male,p518,Home and lifestyle,39.39,5,9.8475,206.7975,1/22/2019,20:46,Credit card,196.95,4.761904762,9.8475,8.7
s220-28-1851,220-28-1851,A220-28-1851,A,Y220-28-1851,Y,Yangon,Normal220-28-1851,Normal,Male,p519,Home and lifestyle,34.73,2,3.473,72.933,3/1/2019,18:14,Ewallet,69.46,4.761904762,3.473,9.7
s600-38-9738,600-38-9738,C600-38-9738,C,N600-38-9738,N,Naypyitaw,Member600-38-9738,Member,Male,p520,Sports and travel,71.92,5,17.98,377.58,1/17/2019,15:05,Credit card,359.6,4.761904762,17.98,4.3
s734-91-1155,734-91-1155,B734-91-1155,B,M734-91-1155,M,Mandalay,Normal734-91-1155,Normal,Female,p521,Electronic accessories,45.71,3,6.8565,143.9865,3/26/2019,10:34,Credit card,137.13,4.761904762,6.8565,7.7
s451-28-5717,451-28-5717,C451-28-5717,C,N451-28-5717,N,Naypyitaw,Member451-28-5717,Member,Female,p522,Home and lifestyle,83.17,6,24.951,523.971,3/20/2019,11:23,Cash,499.02,4.761904762,24.951,7.3
s609-81-8548,609-81-8548,A609-81-8548,A,Y609-81-8548,Y,Yangon,Member609-81-8548,Member,Female,p523,Home and lifestyle,37.44,6,11.232,235.872,2/6/2019,13:55,Credit card,224.64,4.761904762,11.232,5.9
s133-14-7229,133-14-7229,C133-14-7229,C,N133-14-7229,N,Naypyitaw,Normal133-14-7229,Normal,Male,p524,Health and beauty,62.87,2,6.287,132.027,1/1/2019,11:43,Cash,125.74,4.761904762,6.287,5
s534-01-4457,534-01-4457,A534-01-4457,A,Y534-01-4457,Y,Yangon,Normal534-01-4457,Normal,Male,p525,Food and beverages,81.71,6,24.513,514.773,1/27/2019,14:36,Credit card,490.26,4.761904762,24.513,8
s719-89-8991,719-89-8991,A719-89-8991,A,Y719-89-8991,Y,Yangon,Member719-89-8991,Member,Female,p526,Sports and travel,91.41,5,22.8525,479.9025,2/25/2019,16:03,Ewallet,457.05,4.761904762,22.8525,7.1
s286-62-6248,286-62-6248,B286-62-6248,B,M286-62-6248,M,Mandalay,Normal286-62-6248,Normal,Male,p527,Fashion accessories,39.21,4,7.842,164.682,1/16/2019,20:03,Credit card,156.84,4.761904762,7.842,9
s339-38-9982,339-38-9982,B339-38-9982,B,M339-38-9982,M,Mandalay,Member339-38-9982,Member,Male,p528,Fashion accessories,59.86,2,5.986,125.706,1/13/2019,14:55,Ewallet,119.72,4.761904762,5.986,6.7
s827-44-5872,827-44-5872,B827-44-5872,B,M827-44-5872,M,Mandalay,Member827-44-5872,Member,Female,p529,Food and beverages,54.36,10,27.18,570.78,2/7/2019,11:28,Credit card,543.6,4.761904762,27.18,6.1
s827-77-7633,827-77-7633,A827-77-7633,A,Y827-77-7633,Y,Yangon,Normal827-77-7633,Normal,Male,p530,Sports and travel,98.09,9,44.1405,926.9505,2/17/2019,19:41,Cash,882.81,4.761904762,44.1405,9.3
s287-83-1405,287-83-1405,A287-83-1405,A,Y287-83-1405,Y,Yangon,Normal287-83-1405,Normal,Male,p531,Health and beauty,25.43,6,7.629,160.209,2/12/2019,19:01,Ewallet,152.58,4.761904762,7.629,7
s435-13-4908,435-13-4908,A435-13-4908,A,Y435-13-4908,Y,Yangon,Member435-13-4908,Member,Male,p532,Fashion accessories,86.68,8,34.672,728.112,1/24/2019,18:04,Credit card,693.44,4.761904762,34.672,7.2
s857-67-9057,857-67-9057,B857-67-9057,B,M857-67-9057,M,Mandalay,Normal857-67-9057,Normal,Male,p533,Electronic accessories,22.95,10,11.475,240.975,2/6/2019,19:20,Ewallet,229.5,4.761904762,11.475,8.2
s236-27-1144,236-27-1144,C236-27-1144,C,N236-27-1144,N,Naypyitaw,Normal236-27-1144,Normal,Female,p534,Food and beverages,16.31,9,7.3395,154.1295,3/26/2019,10:31,Ewallet,146.79,4.761904762,7.3395,8.4
s892-05-6689,892-05-6689,A892-05-6689,A,Y892-05-6689,Y,Yangon,Normal892-05-6689,Normal,Female,p535,Home and lifestyle,28.32,5,7.08,148.68,3/11/2019,13:28,Ewallet,141.6,4.761904762,7.08,6.2
s583-41-4548,583-41-4548,C583-41-4548,C,N583-41-4548,N,Naypyitaw,Normal583-41-4548,Normal,Male,p536,Home and lifestyle,16.67,7,5.8345,122.5245,2/7/2019,11:36,Ewallet,116.69,4.761904762,5.8345,7.4
s339-12-4827,339-12-4827,B339-12-4827,B,M339-12-4827,M,Mandalay,Member339-12-4827,Member,Female,p537,Fashion accessories,73.96,1,3.698,77.658,1/5/2019,11:32,Credit card,73.96,4.761904762,3.698,5
s643-38-7867,643-38-7867,A643-38-7867,A,Y643-38-7867,Y,Yangon,Normal643-38-7867,Normal,Male,p538,Home and lifestyle,97.94,1,4.897,102.837,3/7/2019,11:44,Ewallet,97.94,4.761904762,4.897,6.9
s308-81-0538,308-81-0538,A308-81-0538,A,Y308-81-0538,Y,Yangon,Normal308-81-0538,Normal,Female,p539,Fashion accessories,73.05,4,14.61,306.81,2/25/2019,17:16,Credit card,292.2,4.761904762,14.61,4.9
s358-88-9262,358-88-9262,C358-88-9262,C,N358-88-9262,N,Naypyitaw,Member358-88-9262,Member,Female,p540,Food and beverages,87.48,6,26.244,551.124,2/1/2019,18:43,Ewallet,524.88,4.761904762,26.244,5.1
s460-35-4390,460-35-4390,A460-35-4390,A,Y460-35-4390,Y,Yangon,Normal460-35-4390,Normal,Male,p541,Home and lifestyle,30.68,3,4.602,96.642,1/22/2019,11:00,Ewallet,92.04,4.761904762,4.602,9.1
s343-87-0864,343-87-0864,C343-87-0864,C,N343-87-0864,N,Naypyitaw,Member343-87-0864,Member,Male,p542,Health and beauty,75.88,1,3.794,79.674,1/3/2019,10:30,Credit card,75.88,4.761904762,3.794,7.1
s173-50-1108,173-50-1108,B173-50-1108,B,M173-50-1108,M,Mandalay,Member173-50-1108,Member,Female,p543,Sports and travel,20.18,4,4.036,84.756,2/13/2019,12:14,Credit card,80.72,4.761904762,4.036,5
s243-47-2663,243-47-2663,C243-47-2663,C,N243-47-2663,N,Naypyitaw,Member243-47-2663,Member,Male,p544,Electronic accessories,18.77,6,5.631,118.251,1/28/2019,16:43,Credit card,112.62,4.761904762,5.631,5.5
s841-18-8232,841-18-8232,B841-18-8232,B,M841-18-8232,M,Mandalay,Normal841-18-8232,Normal,Female,p545,Food and beverages,71.2,1,3.56,74.76,1/5/2019,20:40,Credit card,71.2,4.761904762,3.56,9.2
s701-23-5550,701-23-5550,B701-23-5550,B,M701-23-5550,M,Mandalay,Member701-23-5550,Member,Male,p546,Home and lifestyle,38.81,4,7.762,163.002,3/19/2019,13:40,Ewallet,155.24,4.761904762,7.762,4.9
s647-50-1224,647-50-1224,A647-50-1224,A,Y647-50-1224,Y,Yangon,Normal647-50-1224,Normal,Female,p547,Fashion accessories,29.42,10,14.71,308.91,1/12/2019,16:23,Ewallet,294.2,4.761904762,14.71,8.9
s541-48-8554,541-48-8554,A541-48-8554,A,Y541-48-8554,Y,Yangon,Normal541-48-8554,Normal,Male,p548,Sports and travel,60.95,9,27.4275,575.9775,1/7/2019,12:08,Credit card,548.55,4.761904762,27.4275,6
s539-21-7227,539-21-7227,B539-21-7227,B,M539-21-7227,M,Mandalay,Normal539-21-7227,Normal,Female,p549,Sports and travel,51.54,5,12.885,270.585,1/26/2019,17:45,Cash,257.7,4.761904762,12.885,4.2
s213-32-1216,213-32-1216,A213-32-1216,A,Y213-32-1216,Y,Yangon,Normal213-32-1216,Normal,Female,p550,Electronic accessories,66.06,6,19.818,416.178,1/23/2019,10:28,Cash,396.36,4.761904762,19.818,7.3
s747-58-7183,747-58-7183,B747-58-7183,B,M747-58-7183,M,Mandalay,Normal747-58-7183,Normal,Male,p551,Fashion accessories,57.27,3,8.5905,180.4005,2/9/2019,20:31,Ewallet,171.81,4.761904762,8.5905,6.5
s582-52-8065,582-52-8065,B582-52-8065,B,M582-52-8065,M,Mandalay,Normal582-52-8065,Normal,Female,p552,Fashion accessories,54.31,9,24.4395,513.2295,2/22/2019,10:49,Cash,488.79,4.761904762,24.4395,8.9
s210-57-1719,210-57-1719,B210-57-1719,B,M210-57-1719,M,Mandalay,Normal210-57-1719,Normal,Female,p553,Health and beauty,58.24,9,26.208,550.368,2/5/2019,12:34,Cash,524.16,4.761904762,26.208,9.7
s399-69-4630,399-69-4630,C399-69-4630,C,N399-69-4630,N,Naypyitaw,Normal399-69-4630,Normal,Male,p554,Electronic accessories,22.21,6,6.663,139.923,3/7/2019,10:23,Credit card,133.26,4.761904762,6.663,8.6
s134-75-2619,134-75-2619,A134-75-2619,A,Y134-75-2619,Y,Yangon,Member134-75-2619,Member,Male,p555,Electronic accessories,19.32,7,6.762,142.002,3/25/2019,18:51,Cash,135.24,4.761904762,6.762,6.9
s356-44-8813,356-44-8813,B356-44-8813,B,M356-44-8813,M,Mandalay,Normal356-44-8813,Normal,Male,p556,Home and lifestyle,37.48,3,5.622,118.062,1/20/2019,13:45,Credit card,112.44,4.761904762,5.622,7.7
s198-66-9832,198-66-9832,B198-66-9832,B,M198-66-9832,M,Mandalay,Member198-66-9832,Member,Female,p557,Fashion accessories,72.04,2,7.204,151.284,2/4/2019,19:38,Cash,144.08,4.761904762,7.204,9.5
s283-26-5248,283-26-5248,C283-26-5248,C,N283-26-5248,N,Naypyitaw,Member283-26-5248,Member,Female,p558,Food and beverages,98.52,10,49.26,1034.46,1/30/2019,20:23,Ewallet,985.2,4.761904762,49.26,4.5
s712-39-0363,712-39-0363,A712-39-0363,A,Y712-39-0363,Y,Yangon,Member712-39-0363,Member,Male,p559,Food and beverages,41.66,6,12.498,262.458,1/2/2019,15:24,Ewallet,249.96,4.761904762,12.498,5.6
s218-59-9410,218-59-9410,A218-59-9410,A,Y218-59-9410,Y,Yangon,Member218-59-9410,Member,Female,p560,Home and lifestyle,72.42,3,10.863,228.123,3/29/2019,16:54,Ewallet,217.26,4.761904762,10.863,8.2
s174-75-0888,174-75-0888,B174-75-0888,B,M174-75-0888,M,Mandalay,Normal174-75-0888,Normal,Male,p561,Electronic accessories,21.58,9,9.711,203.931,3/14/2019,12:32,Cash,194.22,4.761904762,9.711,7.3
s866-99-7614,866-99-7614,C866-99-7614,C,N866-99-7614,N,Naypyitaw,Normal866-99-7614,Normal,Male,p562,Food and beverages,89.2,10,44.6,936.6,2/11/2019,15:42,Credit card,892,4.761904762,44.6,4.4
s134-54-4720,134-54-4720,B134-54-4720,B,M134-54-4720,M,Mandalay,Normal134-54-4720,Normal,Female,p563,Electronic accessories,42.42,8,16.968,356.328,1/30/2019,13:58,Ewallet,339.36,4.761904762,16.968,5.7
s760-90-2357,760-90-2357,A760-90-2357,A,Y760-90-2357,Y,Yangon,Member760-90-2357,Member,Male,p564,Electronic accessories,74.51,6,22.353,469.413,3/20/2019,15:08,Ewallet,447.06,4.761904762,22.353,5
s514-37-2845,514-37-2845,B514-37-2845,B,M514-37-2845,M,Mandalay,Normal514-37-2845,Normal,Male,p565,Fashion accessories,99.25,2,9.925,208.425,3/20/2019,13:02,Cash,198.5,4.761904762,9.925,9
s698-98-5964,698-98-5964,A698-98-5964,A,Y698-98-5964,Y,Yangon,Normal698-98-5964,Normal,Female,p566,Food and beverages,81.21,10,40.605,852.705,1/17/2019,13:01,Credit card,812.1,4.761904762,40.605,6.3
s718-57-9773,718-57-9773,C718-57-9773,C,N718-57-9773,N,Naypyitaw,Normal718-57-9773,Normal,Female,p567,Sports and travel,49.33,10,24.665,517.965,2/3/2019,16:40,Credit card,493.3,4.761904762,24.665,9.4
s651-88-7328,651-88-7328,A651-88-7328,A,Y651-88-7328,Y,Yangon,Normal651-88-7328,Normal,Female,p568,Fashion accessories,65.74,9,29.583,621.243,1/1/2019,13:55,Cash,591.66,4.761904762,29.583,7.7
s241-11-2261,241-11-2261,B241-11-2261,B,M241-11-2261,M,Mandalay,Normal241-11-2261,Normal,Female,p569,Fashion accessories,79.86,7,27.951,586.971,1/10/2019,10:33,Credit card,559.02,4.761904762,27.951,5.5
s408-26-9866,408-26-9866,C408-26-9866,C,N408-26-9866,N,Naypyitaw,Normal408-26-9866,Normal,Female,p570,Sports and travel,73.98,7,25.893,543.753,3/2/2019,16:42,Ewallet,517.86,4.761904762,25.893,4.1
s834-83-1826,834-83-1826,B834-83-1826,B,M834-83-1826,M,Mandalay,Member834-83-1826,Member,Female,p571,Home and lifestyle,82.04,5,20.51,430.71,2/25/2019,17:16,Credit card,410.2,4.761904762,20.51,7.6
s343-61-3544,343-61-3544,B343-61-3544,B,M343-61-3544,M,Mandalay,Member343-61-3544,Member,Male,p572,Sports and travel,26.67,10,13.335,280.035,1/29/2019,11:48,Cash,266.7,4.761904762,13.335,8.6
s239-48-4278,239-48-4278,A239-48-4278,A,Y239-48-4278,Y,Yangon,Member239-48-4278,Member,Male,p573,Food and beverages,10.13,7,3.5455,74.4555,3/10/2019,19:35,Ewallet,70.91,4.761904762,3.5455,8.3
s355-34-6244,355-34-6244,B355-34-6244,B,M355-34-6244,M,Mandalay,Normal355-34-6244,Normal,Male,p574,Food and beverages,72.39,2,7.239,152.019,1/13/2019,19:55,Credit card,144.78,4.761904762,7.239,8.1
s550-84-8664,550-84-8664,A550-84-8664,A,Y550-84-8664,Y,Yangon,Normal550-84-8664,Normal,Male,p575,Sports and travel,85.91,5,21.4775,451.0275,3/22/2019,14:33,Credit card,429.55,4.761904762,21.4775,8.6
s339-96-8318,339-96-8318,B339-96-8318,B,M339-96-8318,M,Mandalay,Member339-96-8318,Member,Male,p576,Fashion accessories,81.31,7,28.4585,597.6285,3/1/2019,19:49,Ewallet,569.17,4.761904762,28.4585,6.3
s458-61-0011,458-61-0011,B458-61-0011,B,M458-61-0011,M,Mandalay,Normal458-61-0011,Normal,Male,p577,Food and beverages,60.3,4,12.06,253.26,2/20/2019,18:43,Cash,241.2,4.761904762,12.06,5.8
s592-34-6155,592-34-6155,C592-34-6155,C,N592-34-6155,N,Naypyitaw,Normal592-34-6155,Normal,Male,p578,Food and beverages,31.77,4,6.354,133.434,1/14/2019,14:43,Ewallet,127.08,4.761904762,6.354,6.2
s797-88-0493,797-88-0493,A797-88-0493,A,Y797-88-0493,Y,Yangon,Normal797-88-0493,Normal,Female,p579,Health and beauty,64.27,4,12.854,269.934,3/26/2019,13:54,Cash,257.08,4.761904762,12.854,7.7
s207-73-1363,207-73-1363,B207-73-1363,B,M207-73-1363,M,Mandalay,Normal207-73-1363,Normal,Male,p580,Health and beauty,69.51,2,6.951,145.971,3/1/2019,12:15,Ewallet,139.02,4.761904762,6.951,8.1
s390-31-6381,390-31-6381,C390-31-6381,C,N390-31-6381,N,Naypyitaw,Normal390-31-6381,Normal,Male,p581,Food and beverages,27.22,3,4.083,85.743,1/7/2019,12:37,Cash,81.66,4.761904762,4.083,7.3
s443-82-0585,443-82-0585,A443-82-0585,A,Y443-82-0585,Y,Yangon,Member443-82-0585,Member,Female,p582,Health and beauty,77.68,4,15.536,326.256,2/1/2019,19:54,Cash,310.72,4.761904762,15.536,8.4
s339-18-7061,339-18-7061,C339-18-7061,C,N339-18-7061,N,Naypyitaw,Member339-18-7061,Member,Female,p583,Fashion accessories,92.98,2,9.298,195.258,2/13/2019,15:06,Credit card,185.96,4.761904762,9.298,8
s359-90-3665,359-90-3665,B359-90-3665,B,M359-90-3665,M,Mandalay,Member359-90-3665,Member,Female,p584,Fashion accessories,18.08,4,3.616,75.936,1/14/2019,18:03,Credit card,72.32,4.761904762,3.616,9.5
s375-72-3056,375-72-3056,B375-72-3056,B,M375-72-3056,M,Mandalay,Normal375-72-3056,Normal,Male,p585,Sports and travel,63.06,3,9.459,198.639,1/19/2019,15:58,Ewallet,189.18,4.761904762,9.459,7
s127-47-6963,127-47-6963,A127-47-6963,A,Y127-47-6963,Y,Yangon,Normal127-47-6963,Normal,Male,p586,Health and beauty,51.71,4,10.342,217.182,3/9/2019,13:53,Credit card,206.84,4.761904762,10.342,9.8
s278-86-2735,278-86-2735,A278-86-2735,A,Y278-86-2735,Y,Yangon,Normal278-86-2735,Normal,Female,p587,Food and beverages,52.34,3,7.851,164.871,3/27/2019,14:03,Cash,157.02,4.761904762,7.851,9.2
s695-28-6250,695-28-6250,A695-28-6250,A,Y695-28-6250,Y,Yangon,Normal695-28-6250,Normal,Female,p588,Sports and travel,43.06,5,10.765,226.065,2/4/2019,16:38,Ewallet,215.3,4.761904762,10.765,7.7
s379-17-6588,379-17-6588,C379-17-6588,C,N379-17-6588,N,Naypyitaw,Normal379-17-6588,Normal,Male,p589,Fashion accessories,59.61,10,29.805,625.905,3/14/2019,11:07,Cash,596.1,4.761904762,29.805,5.3
s227-50-3718,227-50-3718,A227-50-3718,A,Y227-50-3718,Y,Yangon,Normal227-50-3718,Normal,Male,p590,Health and beauty,14.62,5,3.655,76.755,3/4/2019,12:23,Cash,73.1,4.761904762,3.655,4.4
s302-15-2162,302-15-2162,C302-15-2162,C,N302-15-2162,N,Naypyitaw,Member302-15-2162,Member,Male,p591,Health and beauty,46.53,6,13.959,293.139,3/3/2019,10:54,Credit card,279.18,4.761904762,13.959,4.3
s788-07-8452,788-07-8452,C788-07-8452,C,N788-07-8452,N,Naypyitaw,Member788-07-8452,Member,Female,p592,Home and lifestyle,24.24,7,8.484,178.164,1/27/2019,17:38,Ewallet,169.68,4.761904762,8.484,9.4
s560-49-6611,560-49-6611,A560-49-6611,A,Y560-49-6611,Y,Yangon,Member560-49-6611,Member,Female,p593,Sports and travel,45.58,1,2.279,47.859,2/7/2019,14:13,Cash,45.58,4.761904762,2.279,9.8
s880-35-0356,880-35-0356,A880-35-0356,A,Y880-35-0356,Y,Yangon,Member880-35-0356,Member,Female,p594,Sports and travel,75.2,3,11.28,236.88,2/5/2019,11:51,Ewallet,225.6,4.761904762,11.28,4.8
s585-11-6748,585-11-6748,B585-11-6748,B,M585-11-6748,M,Mandalay,Member585-11-6748,Member,Male,p595,Sports and travel,96.8,3,14.52,304.92,3/15/2019,13:05,Cash,290.4,4.761904762,14.52,5.3
s470-31-3286,470-31-3286,B470-31-3286,B,M470-31-3286,M,Mandalay,Normal470-31-3286,Normal,Male,p596,Health and beauty,14.82,3,2.223,46.683,3/1/2019,11:30,Credit card,44.46,4.761904762,2.223,8.7
s152-68-2907,152-68-2907,A152-68-2907,A,Y152-68-2907,Y,Yangon,Normal152-68-2907,Normal,Male,p597,Food and beverages,52.2,3,7.83,164.43,2/15/2019,13:30,Credit card,156.6,4.761904762,7.83,9.5
s123-35-4896,123-35-4896,C123-35-4896,C,N123-35-4896,N,Naypyitaw,Normal123-35-4896,Normal,Female,p598,Sports and travel,46.66,9,20.997,440.937,2/17/2019,19:11,Ewallet,419.94,4.761904762,20.997,5.3
s258-69-7810,258-69-7810,C258-69-7810,C,N258-69-7810,N,Naypyitaw,Normal258-69-7810,Normal,Female,p599,Fashion accessories,36.85,5,9.2125,193.4625,1/26/2019,18:53,Cash,184.25,4.761904762,9.2125,9.2
s334-64-2006,334-64-2006,A334-64-2006,A,Y334-64-2006,Y,Yangon,Member334-64-2006,Member,Female,p600,Home and lifestyle,70.32,2,7.032,147.672,3/24/2019,14:22,Ewallet,140.64,4.761904762,7.032,9.6
s219-61-4139,219-61-4139,C219-61-4139,C,N219-61-4139,N,Naypyitaw,Normal219-61-4139,Normal,Male,p601,Electronic accessories,83.08,1,4.154,87.234,1/23/2019,17:16,Ewallet,83.08,4.761904762,4.154,6.4
s881-41-7302,881-41-7302,C881-41-7302,C,N881-41-7302,N,Naypyitaw,Normal881-41-7302,Normal,Female,p602,Fashion accessories,64.99,1,3.2495,68.2395,1/26/2019,10:06,Credit card,64.99,4.761904762,3.2495,4.5
s373-09-4567,373-09-4567,C373-09-4567,C,N373-09-4567,N,Naypyitaw,Normal373-09-4567,Normal,Male,p603,Food and beverages,77.56,10,38.78,814.38,3/14/2019,20:35,Ewallet,775.6,4.761904762,38.78,6.9
s642-30-6693,642-30-6693,B642-30-6693,B,M642-30-6693,M,Mandalay,Normal642-30-6693,Normal,Female,p604,Sports and travel,54.51,6,16.353,343.413,3/17/2019,13:54,Ewallet,327.06,4.761904762,16.353,7.8
s484-22-8230,484-22-8230,C484-22-8230,C,N484-22-8230,N,Naypyitaw,Member484-22-8230,Member,Female,p605,Fashion accessories,51.89,7,18.1615,381.3915,1/8/2019,20:08,Cash,363.23,4.761904762,18.1615,4.5
s830-58-2383,830-58-2383,B830-58-2383,B,M830-58-2383,M,Mandalay,Normal830-58-2383,Normal,Male,p606,Home and lifestyle,31.75,4,6.35,133.35,2/8/2019,15:26,Cash,127,4.761904762,6.35,8.6
s559-98-9873,559-98-9873,A559-98-9873,A,Y559-98-9873,Y,Yangon,Member559-98-9873,Member,Female,p607,Fashion accessories,53.65,7,18.7775,394.3275,2/10/2019,12:56,Ewallet,375.55,4.761904762,18.7775,5.2
s544-32-5024,544-32-5024,C544-32-5024,C,N544-32-5024,N,Naypyitaw,Member544-32-5024,Member,Female,p608,Food and beverages,49.79,4,9.958,209.118,3/28/2019,19:16,Credit card,199.16,4.761904762,9.958,6.4
s318-12-0304,318-12-0304,A318-12-0304,A,Y318-12-0304,Y,Yangon,Normal318-12-0304,Normal,Male,p609,Fashion accessories,30.61,1,1.5305,32.1405,1/23/2019,12:20,Ewallet,30.61,4.761904762,1.5305,5.2
s349-97-8902,349-97-8902,B349-97-8902,B,M349-97-8902,M,Mandalay,Member349-97-8902,Member,Male,p610,Food and beverages,57.89,2,5.789,121.569,1/17/2019,10:37,Ewallet,115.78,4.761904762,5.789,8.9
s421-95-9805,421-95-9805,A421-95-9805,A,Y421-95-9805,Y,Yangon,Normal421-95-9805,Normal,Female,p611,Electronic accessories,28.96,1,1.448,30.408,2/7/2019,10:18,Credit card,28.96,4.761904762,1.448,6.2
s277-35-5865,277-35-5865,C277-35-5865,C,N277-35-5865,N,Naypyitaw,Member277-35-5865,Member,Female,p612,Food and beverages,98.97,9,44.5365,935.2665,3/9/2019,11:23,Cash,890.73,4.761904762,44.5365,6.7
s789-23-8625,789-23-8625,B789-23-8625,B,M789-23-8625,M,Mandalay,Member789-23-8625,Member,Male,p613,Fashion accessories,93.22,3,13.983,293.643,1/24/2019,11:45,Cash,279.66,4.761904762,13.983,7.2
s284-54-4231,284-54-4231,C284-54-4231,C,N284-54-4231,N,Naypyitaw,Member284-54-4231,Member,Male,p614,Sports and travel,80.93,1,4.0465,84.9765,1/19/2019,16:08,Credit card,80.93,4.761904762,4.0465,9
s443-59-0061,443-59-0061,A443-59-0061,A,Y443-59-0061,Y,Yangon,Member443-59-0061,Member,Male,p615,Food and beverages,67.45,10,33.725,708.225,2/3/2019,11:25,Ewallet,674.5,4.761904762,33.725,4.2
s509-29-3912,509-29-3912,A509-29-3912,A,Y509-29-3912,Y,Yangon,Member509-29-3912,Member,Female,p616,Sports and travel,38.72,9,17.424,365.904,3/20/2019,12:24,Ewallet,348.48,4.761904762,17.424,4.2
s327-40-9673,327-40-9673,B327-40-9673,B,M327-40-9673,M,Mandalay,Member327-40-9673,Member,Male,p617,Sports and travel,72.6,6,21.78,457.38,1/13/2019,19:51,Cash,435.6,4.761904762,21.78,6.9
s840-19-2096,840-19-2096,C840-19-2096,C,N840-19-2096,N,Naypyitaw,Member840-19-2096,Member,Male,p618,Electronic accessories,87.91,5,21.9775,461.5275,3/14/2019,18:10,Ewallet,439.55,4.761904762,21.9775,4.4
s828-46-6863,828-46-6863,A828-46-6863,A,Y828-46-6863,Y,Yangon,Member828-46-6863,Member,Male,p619,Food and beverages,98.53,6,29.559,620.739,1/23/2019,11:22,Credit card,591.18,4.761904762,29.559,4
s641-96-3695,641-96-3695,C641-96-3695,C,N641-96-3695,N,Naypyitaw,Member641-96-3695,Member,Female,p620,Fashion accessories,43.46,6,13.038,273.798,2/7/2019,17:55,Ewallet,260.76,4.761904762,13.038,8.5
s420-97-3340,420-97-3340,A420-97-3340,A,Y420-97-3340,Y,Yangon,Normal420-97-3340,Normal,Female,p621,Food and beverages,71.68,3,10.752,225.792,3/28/2019,15:30,Credit card,215.04,4.761904762,10.752,9.2
s436-54-4512,436-54-4512,A436-54-4512,A,Y436-54-4512,Y,Yangon,Member436-54-4512,Member,Female,p622,Food and beverages,91.61,1,4.5805,96.1905,3/20/2019,19:44,Cash,91.61,4.761904762,4.5805,9.8
